burbank,il,2018-12-08,Burbank, IL,41.748379,-87.78447,9,14,66,1012.0,22
emmaus,pa,2018-12-08,Emmaus, PA,40.536598,-75.499603,0,18,76,1010.0,19
bessemer,al,2018-12-08,Bessemer, AL,33.401539,-86.954407,7,43,94,1005.0,44
cedar city,ut,2018-12-08,Cedar City, UT,37.688469,-113.084976,3,25,95,799.0,25
des moines,ia,2018-12-08,Des Moines, IA,41.573711,-93.617653,5,18,84,1002.0,22
schaumburg,il,2018-12-08,Schaumburg, IL,42.025299,-88.067711,9,16,68,1007.0,22
fountain hills,az,2018-12-08,Fountain Hills, AZ,33.607288,-111.739906,6,52,86,960.0,52
kihei,hi,2018-12-08,Kihei, HI,20.76333,-156.449005,11,66,77,975.0,66
dillon,co,2018-12-08,Dillon, CO,39.63026,-106.046051,3,12,94,696.0,12
van nuys,ca,2018-12-08,Los Angeles, CA,34.19397,-118.454353,9,52,70,980.0,53
evergreen,co,2018-12-08,Evergreen, CO,39.634892,-105.335548,5,19,66,764.0,20
qualicum beach,bc,2018-12-08,Qualicum Beach, BC,49.350979,-124.433258,14,36,67,1009.0,41
mcallen,tx,2018-12-08,Mcallen, TX,26.20742,-98.229362,19,55,93,1014.0,58
pflugerville,tx,2018-12-08,Pflugerville, TX,30.45628,-97.605659,25,39,94,993.0,45
providence,ut,2018-12-08,Providence, UT,41.702999,-111.815262,4,25,91,832.0,24
serving louisiana,la,2018-12-08,Louisiana, US,30.974199,-91.523819,16,43,87,1009.0,48
telford,pa,2018-12-08,Telford, PA,40.326401,-75.328499,1,18,82,1016.0,18
new buffalo,mi,2018-12-08,New Buffalo, MI,41.792019,-86.74234,18,16,65,1010.0,26
mascotte,fl,2018-12-08,Mascotte, FL,28.57818,-81.885712,7,54,88,1020.0,54
aloha,or,2018-12-08,Aloha, OR,45.49202,-122.872559,10,30,84,1013.0,35
cape town,wc,2018-12-08,Cape Town, Western Cape,-33.91906,18.421961,8,63,75,1007.0,62
fremont,ca,2018-12-08,Fremont, CA,37.526112,-121.985458,2,48,88,1015.0,48
charlotte,nc,2018-12-08,Charlotte, NC,35.2225,-80.83754,4,41,67,1003.0,42
buford,ga,2018-12-08,Buford, GA,34.112358,-84.000031,7,39,93,988.0,41
edwardsville,il,2018-12-08,Edwardsville, IL,38.81337,-89.956802,11,16,84,1016.0,23
benton harbor,mi,2018-12-08,Benton Harbor, MI,42.116039,-86.447357,20,16,59,1011.0,27
kingsburg,ca,2018-12-08,Kingsburg, CA,36.519741,-119.555527,6,48,94,1014.0,49
white bear lake,mn,2018-12-08,White Bear Lake, MN,45.068119,-93.011642,9,0,86,998.0,9
mcdonough,ga,2018-12-08,Mcdonough, GA,33.447739,-84.147728,8,41,90,999.0,44
newton,ma,2018-12-08,Newton, MA,42.331638,-71.208298,9,12,49,1025.0,20
kalispell,mt,2018-12-08,Kalispell, MT,48.219509,-114.328743,2,7,83,915.0,7
port saint lucie,fl,2018-12-08,Port St. Lucie, FL,27.28615,-80.357018,13,59,83,1022.0,60
elmhurst,il,2018-12-08,Elmhurst, IL,41.898121,-87.943459,9,14,70,1010.0,21
winnipeg,mb,2018-12-08,Winnipeg, MB,49.879059,-97.14843,14,-2,82,997.0,10
chaska,mn,2018-12-08,Chaska, MN,44.787189,-93.601822,5,1,81,1000.0,8
stockton,ca,2018-12-08,Stockton, CA,37.978409,-121.312363,7,39,93,1023.0,42
santee,ca,2018-12-08,Santee, CA,32.870491,-116.971024,7,48,92,996.0,50
west palm beach,fl,2018-12-08,West Palm Beach, FL,26.71438,-80.052689,20,77,55,1022.0,77
artesia,ca,2018-12-08,Artesia, CA,33.867828,-118.080482,10,52,79,1019.0,54
spring hill,fl,2018-12-08,Spring Hill, FL,28.479731,-82.529991,13,52,85,1021.0,54
ball ground,ga,2018-12-08,Ball Ground, GA,34.33757,-84.377502,7,39,92,984.0,42
jeffersonville,pa,2018-12-08,Pennsylvania, US,40.994709,-77.604538,2,25,69,995.0,25
glendale heights,il,2018-12-08,Glendale Heights, IL,41.919922,-88.078957,8,14,75,1008.0,21
cleburne,tx,2018-12-08,Cleburne, TX,32.350391,-97.387619,23,34,97,991.0,41
north port,fl,2018-12-08,North Port, FL,27.056919,-82.198311,9,57,93,1022.0,58
buchanan,mi,2018-12-08,Buchanan, MI,41.828159,-86.366386,13,18,65,1007.0,25
mantecea,ca,2018-12-08,California, US,37.271881,-119.270233,5,25,100,913.0,29
ranson,wv,2018-12-08,Ranson, WV,39.29977,-77.860153,5,14,93,1010.0,20
forney,tx,2018-12-08,Forney, TX,32.748901,-96.470673,25,34,94,1005.0,42
porter,tx,2018-12-08,Porter, TX,30.1036,-95.233498,11,52,99,1010.0,54
piqua,oh,2018-12-08,Piqua, OH,40.149689,-84.243217,11,14,82,998.0,22
edmond,ok,2018-12-08,Edmond, OK,35.654469,-97.478119,13,25,77,987.0,33
ferron,ut,2018-12-08,Ferron, UT,39.091629,-111.133018,3,23,90,812.0,24
keller,tx,2018-12-08,Keller, TX,32.933449,-97.225433,20,34,91,999.0,40
neenah,wi,2018-12-08,Neenah, WI,44.186089,-88.461952,13,1,79,1005.0,13
winston-salem,nc,2018-12-08,Winston-Salem, NC,36.099621,-80.241089,8,34,65,998.0,38
clyde,nc,2018-12-08,Clyde, NC,35.53344,-82.911072,0,36,89,905.0,36
linden,mi,2018-12-08,Linden, MI,42.818951,-83.781158,13,10,70,999.0,20
brentwood,ca,2018-12-08,Brentwood, CA,37.934052,-121.692719,4,48,81,1011.0,48
hanover,md,2018-12-08,Severn, MD,39.15506,-76.720459,4,23,80,1025.0,23
north palm beach,fl,2018-12-08,North Palm Beach, FL,26.82164,-80.057259,19,75,56,1022.0,76
springville,ut,2018-12-08,Springville, UT,40.163551,-111.619957,4,28,85,827.0,28
hemet,ca,2018-12-08,Hemet, CA,33.734901,-116.994957,4,48,88,963.0,48
loganville,ga,2018-12-08,Loganville, GA,33.83532,-83.898064,8,39,92,995.0,43
rochester,ny,2018-12-08,Rochester, NY,43.186199,-77.616402,8,18,81,1012.0,24
valencia,ca,2018-12-08,Santa Clarita, CA,34.408321,-118.56485,8,48,78,968.0,50
westlake village,ca,2018-12-08,Westlake Village, CA,34.137058,-118.821922,9,54,62,983.0,54
madisonville,tn,2018-12-08,Madisonville, TN,35.523479,-84.361847,9,37,78,995.0,40
castle rock,co,2018-12-08,Castle Rock, CO,39.376968,-104.851212,11,12,71,808.0,21
beloit,wi,2018-12-08,Beloit, WI,42.506741,-89.037933,8,19,72,1005.0,26
eureka,mo,2018-12-08,Eureka, MO,38.501839,-90.628014,9,18,85,1011.0,24
sandpoint,id,2018-12-08,Sandpoint, ID,48.27298,-116.547791,4,25,69,932.0,25
saint augustine,fl,2018-12-08,St. Augustine, FL,29.89678,-81.309219,11,54,91,1024.0,56
lyman,sc,2018-12-08,Lyman, SC,34.95121,-82.123581,5,41,68,998.0,42
moberly,mo,2018-12-08,Moberly, MO,39.427959,-92.433273,9,12,88,1004.0,19
dublin,ga,2018-12-08,Dublin, GA,32.53894,-82.90728,7,43,71,1018.0,45
fairmont,nc,2018-12-08,Fairmont, NC,34.496342,-79.115494,7,36,83,1025.0,40
olney,md,2018-12-08,Olney, MD,39.14658,-77.071457,2,23,79,1015.0,23
lake wales,fl,2018-12-08,Lake Wales, FL,27.9226,-81.59803,8,55,94,1019.0,56
vernon,tx,2018-12-08,Vernon, TX,34.153198,-99.284447,16,25,97,982.0,33
macon,ga,2018-12-08,Macon, GA,32.83968,-83.627579,9,43,79,1013.0,46
price,ut,2018-12-08,Price, UT,39.603191,-110.8004,14,18,88,822.0,27
papillion,ne,2018-12-08,Papillion, NE,41.153339,-96.044998,11,5,93,993.0,15
villa park,il,2018-12-08,Villa Park, IL,41.886539,-87.978012,9,14,70,1010.0,21
west valley,ut,2018-12-08,West Valley City, UT,40.688782,-112.011818,2,32,92,866.0,32
newland,nc,2018-12-08,Newland, NC,36.086761,-81.926529,4,30,84,898.0,30
graham,tx,2018-12-08,Graham, TX,33.10767,-98.589523,16,28,99,982.0,36
catlettsburg,ky,2018-12-08,Catlettsburg, KY,38.418961,-82.602478,2,25,79,1006.0,26
egg harbor city,nj,2018-12-08,Egg Harbor City, NJ,39.530781,-74.645279,5,16,82,1030.0,20
hackettstown,nj,2018-12-08,Hackettstown, NJ,40.853989,-74.825722,5,12,83,1002.0,17
campbell,ca,2018-12-08,Campbell, CA,37.288479,-121.944862,2,45,90,1005.0,46
thousand oaks,ca,2018-12-08,Thousand Oaks, CA,34.191799,-118.87542,11,52,65,990.0,54
prescott valley,az,2018-12-08,Prescott Valley, AZ,34.596729,-112.318329,6,28,94,843.0,33
letaluma,ca,2018-12-08,California, US,37.271881,-119.270233,5,25,100,913.0,29
neeses,sc,2018-12-08,Neeses, SC,33.536251,-81.124191,9,41,69,1019.0,45
cary,nc,2018-12-08,Cary, NC,35.78933,-78.781174,7,30,90,1016.0,34
solvang,ca,2018-12-08,Solvang, CA,34.600739,-120.143272,5,45,96,991.0,46
indio,ca,2018-12-08,Indio, CA,33.731201,-116.23777,5,55,63,1007.0,56
woodlyn,pa,2018-12-08,Woodlyn, PA,39.877701,-75.3451,4,25,66,1027.0,25
mountain house,ca,2018-12-08,Mountain House, CA,37.77401,-121.545258,2,46,82,1015.0,46
whitecourt,ab,2018-12-08,Whitecourt, AB,54.13549,-115.66954,8,0,85,924.0,9
poquoson,va,2018-12-08,Poquoson, VA,37.123402,-76.396492,12,27,70,1031.0,33
calgary,ab,2018-12-08,Calgary, AB,51.039181,-114.068718,12,9,58,892.0,19
henrico,va,2018-12-08,Henrico, VA,37.532001,-77.303177,7,21,79,1026.0,27
johnstown,oh,2018-12-08,Johnstown, OH,40.15147,-82.685707,11,10,86,991.0,19
washington,dc,2018-12-08,Washington, DC,38.904758,-77.016251,5,28,69,1025.0,28
ipswich,ma,2018-12-08,Ipswich, MA,42.68576,-70.8405,14,9,55,1027.0,19
wheat ridge,co,2018-12-08,Wheat Ridge, CO,39.77256,-105.102158,4,28,70,836.0,28
sunrise,fl,2018-12-08,Sunrise, FL,26.168699,-80.294937,10,70,73,1021.0,70
darlington,sc,2018-12-08,Darlington, SC,34.302181,-79.866402,7,41,71,1024.0,44
clarksville,tn,2018-12-08,Clarksville, TN,36.56905,-87.342369,11,30,68,1012.0,36
newport,nc,2018-12-08,Newport, NC,34.787979,-76.859108,11,37,91,1029.0,41
bethel,nc,2018-12-08,Bethel, NC,35.807152,-77.375969,6,30,94,1028.0,34
capitol heights,md,2018-12-08,Capitol Heights, MD,38.877312,-76.908173,5,23,69,1026.0,27
union city,ca,2018-12-08,Union City, CA,37.602482,-122.01754,4,45,89,1017.0,45
alvarado,tx,2018-12-08,Alvarado, TX,32.405861,-97.215652,22,34,97,995.0,41
salina,ks,2018-12-08,Salina, KS,38.8405,-97.609703,5,19,85,985.0,24
arlington heights,il,2018-12-08,Arlington Heights, IL,42.138008,-87.995949,10,16,65,1007.0,23
crossville,tn,2018-12-08,Crossville, TN,35.95409,-85.034752,7,32,78,962.0,35
shoreline,wa,2018-12-08,Shoreline, WA,47.756279,-122.342522,9,34,60,1015.0,38
lake forest,ca,2018-12-08,Lake Forest, CA,33.62764,-117.717072,5,48,80,1001.0,50
torrance,ca,2018-12-08,Torrance, CA,33.834549,-118.341682,8,55,71,1018.0,56
roanoke,va,2018-12-08,Roanoke, VA,37.27832,-79.95797,6,25,81,982.0,29
reno,nv,2018-12-08,Reno, NV,39.53627,-119.830482,2,30,81,847.0,31
wasilla,ak,2018-12-08,Wasilla, AK,61.577099,-149.465363,11,32,69,968.0,37
davenport,fl,2018-12-08,Davenport, FL,28.16123,-81.605202,7,57,90,1019.0,58
clifford,in,2018-12-08,Clifford, IN,39.282391,-85.8694,11,12,80,1009.0,21
madera,ca,2018-12-08,Madera, CA,36.96426,-120.080231,5,46,87,1017.0,47
happy valley,or,2018-12-08,Happy Valley, OR,45.43956,-122.512909,17,30,65,1012.0,38
round lake park,il,2018-12-08,Round Lake Park, IL,42.3242,-88.066513,9,14,69,1007.0,22
martinez,ca,2018-12-08,Martinez, CA,38.00061,-122.11541,2,45,83,1012.0,44
corrales,nm,2018-12-08,Corrales, NM,35.22308,-106.615868,6,36,79,840.0,39
hurst,tx,2018-12-08,Hurst, TX,32.835579,-97.180817,22,34,94,1000.0,41
elkton,mi,2018-12-08,Elkton, MI,43.818272,-83.180939,26,7,63,1007.0,21
rockport,tx,2018-12-08,Rockport, TX,28.027269,-97.05484,24,46,91,1016.0,51
leavenworth,wa,2018-12-08,Leavenworth, WA,47.59354,-120.6651,0,23,86,916.0,23
birmingham,al,2018-12-08,Birmingham, AL,33.531269,-86.823967,7,41,95,1003.0,44
staten island,ny,2018-12-08,New York, NY,40.572498,-74.153999,7,18,66,1031.0,24
easley,sc,2018-12-08,Easley, SC,34.818859,-82.584587,6,41,65,994.0,44
noble,ok,2018-12-08,Noble, OK,35.140011,-97.396004,14,25,95,985.0,32
wayland,ma,2018-12-08,Wayland, MA,42.368729,-71.35968,7,14,52,1021.0,20
surprise,az,2018-12-08,Surprise, AZ,33.664021,-112.450821,5,50,88,971.0,51
bethesda,md,2018-12-08,Bethesda, MD,38.98658,-77.118759,3,25,78,1022.0,25
roseburg,or,2018-12-08,Roseburg, OR,43.222118,-123.3526,5,36,95,991.0,37
kalamazoo,mi,2018-12-08,Kalamazoo, MI,42.285648,-85.589867,4,23,72,1000.0,23
louisville,ky,2018-12-08,Louisville, KY,38.25486,-85.766403,11,23,61,1015.0,30
indianapolis,in,2018-12-08,Indianapolis, IN,39.766911,-86.149963,10,10,75,1005.0,19
saskatoon,sk,2018-12-08,Saskatoon, SK,52.132889,-106.646347,7,0,85,957.0,8
oxford in,in,2018-12-08,Oxford, IN,40.521839,-87.248459,14,5,77,1010.0,17
collegeville,pa,2018-12-08,Collegeville, PA,40.187698,-75.461502,2,18,92,1021.0,18
lehigh acres,fl,2018-12-08,Lehigh Acres, FL,26.61203,-81.638771,7,57,93,1021.0,58
mastic,ny,2018-12-08,Mastic, NY,40.810001,-72.8461,12,10,63,1029.0,20
valley village,ca,2018-12-08,Los Angeles, CA,34.16325,-118.397362,10,54,66,996.0,55
mansfield,tx,2018-12-08,Mansfield, TX,32.564381,-97.141937,22,36,96,998.0,42
montgomery,al,2018-12-08,Montgomery, AL,32.380119,-86.300629,11,45,82,1020.0,48
patchogue,ny,2018-12-08,Patchogue, NY,40.761902,-73.020203,13,12,60,1029.0,22
gulf shores,al,2018-12-08,Gulf Shores, AL,30.27594,-87.689369,21,52,73,1023.0,56
yonkers,ny,2018-12-08,Yonkers, NY,40.944401,-73.864197,7,18,62,1027.0,24
st petersburg,fl,2018-12-08,St. Petersburg, FL,27.76195,-82.642921,17,63,84,1023.0,63
palm beach gardens,fl,2018-12-08,Palm Beach Gardens, FL,26.848801,-80.166801,11,66,73,1021.0,67
gettysburg,pa,2018-12-08,Gettysburg, PA,39.8298,-77.231796,4,19,78,1009.0,20
münchen,de,2018-12-08,Munich, BY,48.13641,11.57753,27,34,66,952.0,42
goodyear,az,2018-12-08,Goodyear, AZ,33.436298,-112.358307,5,54,95,984.0,53
cypress,tx,2018-12-08,Cypress, TX,29.9753,-95.680199,23,45,96,1009.0,49
pompano beach,fl,2018-12-08,Pompano Beach, FL,26.242901,-80.13118,17,81,48,1021.0,81
chandler,az,2018-12-08,Chandler, AZ,33.282631,-111.852463,2,50,98,978.0,51
winder,ga,2018-12-08,Winder, GA,34.003151,-83.719307,6,39,94,996.0,42
clive,ia,2018-12-08,Clive, IA,41.622101,-93.837898,7,16,84,999.0,22
santa barbara,ca,2018-12-08,Santa Barbara, CA,34.42836,-119.720421,9,48,89,1002.0,50
denver,co,2018-12-08,Denver, CO,39.740002,-104.991997,5,23,80,843.0,26
boulder,cl,2018-12-08,Boulder, CO,40.02779,-105.252487,4,28,66,816.0,28
sioux falls,sd,2018-12-08,Sioux Falls, SD,43.545349,-96.731277,12,-4,88,979.0,8
eatonville,wa,2018-12-08,Eatonville, WA,46.868111,-122.268784,10,36,59,977.0,40
kennewick,wa,2018-12-08,Kennewick, WA,46.198879,-119.173622,2,28,80,1003.0,29
stoughton,ma,2018-12-08,Stoughton, MA,42.119251,-71.101891,9,12,53,1023.0,20
beachwood,oh,2018-12-08,Beachwood, OH,41.47813,-81.502312,14,18,73,995.0,26
oxford,mi,2018-12-08,Oxford, MI,42.821739,-83.256569,16,7,63,993.0,19
eastvale,ca,2018-12-08,Eastvale, CA,33.963131,-117.579132,5,50,78,991.0,51
lawton,ok,2018-12-08,Lawton, OK,34.605179,-98.389923,18,23,99,985.0,32
el monte,ca,2018-12-08,El Monte, CA,34.073929,-118.02887,6,52,93,1001.0,53
newport beach,ca,2018-12-08,Newport Beach, CA,33.616829,-117.930344,1,55,81,1018.0,56
crofton,md,2018-12-08,Crofton, MD,39.014431,-76.68,4,25,83,1028.0,24
troy,mi,2018-12-08,Troy, MI,42.56237,-83.154488,18,9,56,1004.0,20
placentia,ca,2018-12-08,Placentia, CA,33.87112,-117.861397,14,50,74,1007.0,53
el dorado hills,ca,2018-12-08,El Dorado Hills, CA,38.672329,-121.046997,5,45,85,996.0,45
sierra vista,az,2018-12-08,Sierra Vista, AZ,31.563089,-110.315582,8,37,92,847.0,41
san leandro,ca,2018-12-08,San Leandro, CA,37.707642,-122.159119,4,45,84,1015.0,45
freeburg,il,2018-12-08,Freeburg, IL,38.423119,-89.90905,9,18,83,1017.0,25
bridgewater,ns,2018-12-08,Bridgewater, NS,44.378052,-64.521049,13,18,85,1011.0,26
playa del rey,ca,2018-12-08,Los Angeles, CA,33.950001,-118.403473,9,57,61,1016.0,58
miami lakes,fl,2018-12-08,Miami Lakes, FL,25.913,-80.321098,9,70,76,1021.0,69
east moline,il,2018-12-08,East Moline, IL,41.514339,-90.427017,4,23,75,1011.0,23
alexandria,va,2018-12-08,Alexandria, VA,38.818409,-77.086212,4,28,67,1025.0,29
mckinney,tx,2018-12-08,Mckinney, TX,33.198952,-96.614998,23,34,95,999.0,42
coronado,ca,2018-12-08,Coronado, CA,32.676189,-117.170891,9,54,83,1019.0,55
the woodlands,tx,2018-12-08,The Woodlands, TX,30.15752,-95.455772,22,45,96,1009.0,49
red deer,ab,2018-12-08,Red Deer, AB,52.272461,-113.803352,10,-2,80,912.0,8
owensboro,ky,2018-12-08,Owensboro, KY,37.774212,-87.11351,11,21,81,1018.0,29
hillsborough,nj,2018-12-08,Hillsborough, NJ,40.49873,-74.674133,4,19,76,1026.0,19
the colony,tx,2018-12-08,The Colony, TX,33.09174,-96.897758,23,34,93,1000.0,41
elmont,ny,2018-12-08,Elmont, NY,40.703499,-73.708702,9,19,56,1029.0,26
los alamos,nm,2018-12-08,Los Alamos, NM,35.89262,-106.286102,5,34,82,775.0,33
waukesha,wi,2018-12-08,Waukesha, WI,43.006901,-88.241272,9,10,79,1002.0,18
st charles,mo,2018-12-08,St. Charles, MO,38.796108,-90.51741,11,18,82,1015.0,25
moseley,va,2018-12-08,Powhatan, VA,37.475441,-77.782379,5,21,81,1024.0,26
kissimmee,fl,2018-12-08,Kissimmee, FL,28.30389,-81.409828,7,61,82,1021.0,61
panama city,fl,2018-12-08,Panama City, FL,30.18125,-85.671989,12,50,66,1024.0,52
north vancouver,bc,2018-12-08,North Vancouver, BC,49.320011,-123.069893,7,32,60,990.0,36
hobbs,nm,2018-12-08,Hobbs, NM,32.696571,-103.128212,11,25,98,897.0,32
grand junction,co,2018-12-08,Grand Junction, CO,39.088501,-108.56929,0,30,93,852.0,30
wooster,oh,2018-12-08,Wooster, OH,40.805649,-81.934372,12,12,84,992.0,21
chicopee,ma,2018-12-08,Chicopee, MA,42.14819,-72.606972,7,10,69,1022.0,17
mukilteo,wa,2018-12-08,Mukilteo, WA,47.897739,-122.293671,10,32,58,1013.0,37
fairbanks,ak,2018-12-08,Fairbanks, AK,64.836021,-147.654831,8,19,78,965.0,25
beverly hills,ca,2018-12-08,Beverly Hills, CA,34.078571,-118.40213,9,57,60,1008.0,58
clovis,ca,2018-12-08,Clovis, CA,36.82394,-119.696579,5,45,95,1012.0,46
kamloops,bc,2018-12-08,Kamloops, BC,50.69186,-120.357483,4,19,74,933.0,20
olive branch,ms,2018-12-08,Olive Branch, MS,34.960999,-89.848396,14,28,100,1015.0,36
tupelo,ms,2018-12-08,Tupelo, MS,34.257408,-88.707832,11,41,90,1016.0,44
islandia,ny,2018-12-08,Islandia, NY,40.8064,-73.174004,10,14,62,1028.0,22
willard,ut,2018-12-08,Willard, UT,41.414478,-112.044884,5,30,80,853.0,33
metairie,la,2018-12-08,Metairie, LA,29.997641,-90.17804,22,57,76,1020.0,59
huntersville,nc,2018-12-08,Huntersville, NC,35.409851,-80.842712,5,37,81,1002.0,39
kearny,nj,2018-12-08,Kearny, NJ,40.764278,-74.148468,5,18,69,1027.0,23
whiting,nj,2018-12-08,Manchester, NJ,39.954731,-74.379799,5,14,72,1027.0,20
laurel,md,2018-12-08,Laurel, MD,39.095779,-76.86235,4,23,84,1022.0,23
magnolia,nj,2018-12-08,Magnolia, NJ,39.856159,-75.036293,2,23,72,1029.0,23
dover,de,2018-12-08,Dover, DE,39.16074,-75.518753,5,19,72,1031.0,24
westerville,oh,2018-12-08,Westerville, OH,40.12368,-82.920662,11,10,84,998.0,20
west jordan,ut,2018-12-08,West Jordan, UT,40.602402,-112.00177,4,30,89,858.0,31
delray beach,fl,2018-12-08,Delray Beach, FL,26.45528,-80.090309,19,79,49,1022.0,78
kennesaw,ga,2018-12-08,Kennesaw, GA,34.025909,-84.617928,7,39,95,991.0,42
balaclava,vi,2018-12-08,Balaklava, Crimea,44.515442,33.605042,13,39,65,1007.0,44
lake wakes,fl,2018-12-08,Lake, FL,28.811689,-81.653069,9,52,91,1021.0,53
middle river,md,2018-12-08,Middle River, MD,39.33427,-76.43161,5,19,83,1026.0,24
elk grove,ca,2018-12-08,Elk Grove, CA,38.416512,-121.386307,4,41,96,1025.0,41
riverside,ca,2018-12-08,Riverside, CA,33.93911,-117.395927,6,48,80,983.0,49
tempe,az,2018-12-08,Tempe, AZ,33.42551,-111.937424,4,55,93,978.0,55
bradenton,fl,2018-12-08,Bradenton, FL,27.490339,-82.57679,14,59,87,1023.0,61
newberg,or,2018-12-08,Newberg, OR,45.300301,-122.975357,5,34,92,1013.0,36
stanton,ca,2018-12-08,Stanton, CA,33.79995,-117.993523,10,50,81,1020.0,53
cross plains,wi,2018-12-08,Cross Plains, WI,43.114491,-89.647583,7,14,83,996.0,19
bishopville,md,2018-12-08,Bishopville, MD,38.441299,-75.209091,7,18,79,1031.0,23
port charlotte,fl,2018-12-08,Port Charlotte, FL,26.99028,-82.113441,9,55,94,1022.0,56
ft wayne,in,2018-12-08,Fort Wayne, IN,41.08865,-85.144211,9,16,73,1004.0,23
allentown,pa,2018-12-08,Allentown, PA,40.593102,-75.474701,2,18,79,1013.0,18
mena,ar,2018-12-08,Mena, AR,34.5811,-94.237183,16,32,93,979.0,39
morgantown,in,2018-12-08,Morgantown, IN,39.37307,-86.258232,9,12,81,1004.0,20
port jefferson station,ny,2018-12-08,Port Jefferson Station, NY,40.922901,-73.062202,13,12,58,1028.0,22
queen creek,az,2018-12-08,Queen Creek, AZ,33.23782,-111.643852,5,50,97,971.0,51
fresno,ca,2018-12-08,Fresno, CA,36.78334,-119.79435,5,46,93,1013.0,47
yorktown,vi,2018-12-08,Yorktown, VA,37.235149,-76.514664,12,25,78,1030.0,32
wyoming,mi,2018-12-08,Wyoming, MI,42.89098,-85.706169,7,18,63,1007.0,24
shallotte,nc,2018-12-08,Shallotte, NC,33.97266,-78.38961,10,37,67,1028.0,41
manassas,va,2018-12-08,Manassas, VA,38.74791,-77.48365,4,18,94,1022.0,18
hayes,va,2018-12-08,Gloucester Point, VA,37.276329,-76.502289,13,27,73,1031.0,33
grandledge,mi,2018-12-08,Michigan, US,43.742699,-84.621674,13,10,72,1008.0,20
groveport,oh,2018-12-08,Groveport, OH,39.853828,-82.882347,11,14,80,1004.0,22
north charleston,sc,2018-12-08,North Charleston, SC,32.90554,-80.036133,9,45,69,1027.0,47
avondale estates,ga,2018-12-08,Avondale Estates, GA,33.770031,-84.264542,9,41,92,993.0,44
santa clarita,ca,2018-12-08,Santa Clarita, CA,34.411678,-118.502838,9,48,75,959.0,50
pooler,ga,2018-12-08,Pooler, GA,32.11488,-81.249161,9,45,72,1026.0,48
baton rouge,la,2018-12-08,Baton Rouge, LA,30.450951,-91.126289,22,55,65,1018.0,59
canyon lake,tx,2018-12-08,Canyon Lake, TX,29.876209,-98.261673,16,39,100,981.0,44
newtown,pa,2018-12-08,Newtown, PA,40.241402,-74.9366,4,19,77,1024.0,20
strawberry plains,tn,2018-12-08,Strawberry Plains, TN,36.063271,-83.680573,5,37,77,991.0,39
old hickory,tn,2018-12-08,Nashville, TN,36.260288,-86.64595,12,34,67,1012.0,39
wilmington,nc,2018-12-08,Wilmington, NC,34.2103,-77.886253,11,39,73,1028.0,43
hyrum,ut,2018-12-08,Hyrum, UT,41.632679,-111.843948,3,23,92,841.0,23
huntington beach,ca,2018-12-08,Huntington Beach, CA,33.695129,-118.001373,5,55,78,1022.0,56
willemstad,cu,2018-12-08,Willemstad, NB,51.694019,4.44018,39,41,79,1002.0,48
sparks,nv,2018-12-08,Sparks, NV,39.57056,-119.7146,2,32,90,859.0,31
corowa,ns,2018-12-08,Corowa, NSW,-35.993938,146.358276,17,90,24,987.0,90
huntsville,al,2018-12-08,Huntsville, AL,34.699699,-86.642952,8,37,94,1002.0,41
glendora,ca,2018-12-08,Glendora, CA,34.14463,-117.847054,4,46,87,991.0,47
mandan,nd,2018-12-08,Mandan, ND,46.825291,-100.87899,12,1,84,961.0,13
ben wheeler,tx,2018-12-08,Ben Wheeler, TX,32.446999,-95.705818,20,34,93,1006.0,41
west vancouver,bc,2018-12-08,West Vancouver, BC,49.345242,-123.186508,6,36,67,997.0,39
corvallis,or,2018-12-08,Corvallis, OR,44.565041,-123.263527,4,34,95,1009.0,35
barefoot bay,fl,2018-12-08,Micco, FL,27.8839,-80.504539,14,68,87,1023.0,68
bryans rd,md,2018-12-08,Bryans Road, MD,38.614399,-77.084999,5,19,91,1029.0,24
west seneca,ny,2018-12-08,West Seneca, NY,42.839298,-78.749298,8,18,83,997.0,24
farmington,ny,2018-12-08,Ontario, NY,42.989399,-77.308701,4,23,80,1005.0,22
waxahachie,tx,2018-12-08,Waxahachie, TX,32.38612,-96.848419,25,34,97,999.0,42
johnston,ri,2018-12-08,Johnston, RI,41.823891,-71.498787,9,12,56,1023.0,20
north providence,ri,2018-12-08,North Providence, RI,41.861549,-71.457619,9,10,58,1021.0,19
crawfordsville,in,2018-12-08,Crawfordsville, IN,40.04388,-86.896339,12,5,80,1005.0,16
gibsonton,fl,2018-12-08,Gibsonton, FL,27.82571,-82.377022,11,57,88,1022.0,58
flagstaff,az,2018-12-08,Flagstaff, AZ,35.1982,-111.651299,6,25,94,782.0,29
millington,tn,2018-12-08,Millington, TN,35.34214,-89.902481,14,28,100,1017.0,36
golden,co,2018-12-08,Golden, CO,39.74107,-105.212509,12,18,63,804.0,26
hilliard,oh,2018-12-08,Hilliard, OH,40.037708,-83.148132,11,10,85,999.0,19
avon lake,oh,2018-12-08,Avon Lake, OH,41.494518,-82.016006,23,19,69,1007.0,30
glendale,az,2018-12-08,Glendale, AZ,33.538582,-112.186279,5,52,97,981.0,52
princeton,nj,2018-12-08,Princeton, NJ,40.356258,-74.669373,5,14,70,1025.0,19
idaho falls,id,2018-12-08,Idaho Falls, ID,43.48708,-112.035431,1,21,80,860.0,22
bedford,in,2018-12-08,Bedford, IN,38.86042,-86.49025,11,16,78,1009.0,23
